古典	4.33039347874
生物	3.05163987779
型	1.79763909975
霍乱	3.42730349175
埃尔托	4.33039347874
伤寒	3.28900079358
性肝炎	2.98797079792
性	1.28311861136
脑膜炎	2.52421350476
伤寒杆菌	4.33039347874
败血症	2.64019739871
副伤寒	3.42730349175
甲	3.18426544306
乙	4.33039347874
丙	3.85327222402
沙门	3.21645012643
菌	3.02936348308
肠炎	2.7989145617
阿哥拉沙门菌	4.33039347874
伦敦	4.33039347874
血清型	4.33039347874
胃肠炎	3.12627349608
鼠	3.72833348741
猪霍乱	4.02936348308
局限性	3.05163987779
感染	1.84184276224
肺炎	2.5108495432
关节炎	2.61439013511
特指	1.06746800941
志贺	4.33039347874
痢疾杆菌	4.33039347874
引起	2.40097455303
细菌性痢疾	3.25121223269
弗氏	4.33039347874
志贺菌	3.6314234744
福氏	4.33039347874
波氏	4.33039347874
鲍氏	4.33039347874
宋内	4.33039347874
急性	1.65278652602
慢性	1.82253760704
迁延	3.6314234744
中毒	1.84325510326
肠道	2.83903178491
病原	3.42730349175
大肠杆菌	3.18426544306
肠	2.44390275357
毒性	2.17505744128
侵袭	3.6314234744
出血性	2.82524350042
新生儿	1.71444342708
弯曲	3.42730349175
小肠	2.53105292929
结肠	2.3810034721
耶尔森	4.02936348308
菌性	3.55224222836
小	2.60611760914
艰难	4.33039347874
梭状芽胞	3.72833348741
杆菌	2.7989145617
结肠炎	2.78632543439
细菌性	2.78632543439
变形杆菌	3.6314234744
绿脓杆菌	3.6314234744
厌氧菌	3.85327222402
腹泻	3.15430221968
食物	2.96866564272
媒介	3.05163987779
葡萄球菌	2.98797079792
食物中毒	3.33039347874
食源性	3.85327222402
肉毒	4.33039347874
产气	3.85327222402
荚膜	3.42730349175
坏死性	2.89902971458
溶血性	2.7989145617
弧菌	4.02936348308
蜡样	3.85327222402
芽胞	4.02936348308
阿米巴	3.28900079358
痢疾	3.6314234744
阿米巴病	3.55224222836
非	1.86650048975
瘤	2.45533221535
肝	2.26969563839
脓肿	2.04936011149
肺脓肿	3.72833348741
脑	2.3810034721
皮肤	1.88168715884
部位	2.05393167457
眼	2.491544388
小袋	4.33039347874
纤毛虫	4.33039347874
病	1.63842837597
贾第虫	4.33039347874
隐	3.33039347874
孢子	2.96866564272
虫病	4.02936348308
等	3.85327222402
孢	4.33039347874
球虫病	4.33039347874
原虫	3.3761509693
疾病	2.08242021238
滴虫病	3.72833348741
轮状病毒	4.33039347874
诺	4.33039347874
沃克组	4.33039347874
病毒	2.53105292929
胃肠病	3.3761509693
诺如	4.33039347874
腺病毒	3.42730349175
病毒性	2.16307614399
EB	3.6314234744
感染性	2.45533221535
和	1.16337168295
脓	3.55224222836
婴儿	2.77409097797
肺结核	2.59003078925
，	1.42351994402
痰	2.72833348741
镜检	3.05163987779
（	2.15141653145
+	2.37135208642
